ID	Nomoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
201767_s_at	9.63	8.43	2.3	0.0007	0.0185	ELAC2	elaC ribonuclease Z 2
224869_s_at	10.6	9.35	2.39	0.0007	0.0185	MRPS25	mitochondrial ribosomal protein S25
233305_at	8.21	6.2	4.03	0.0007	0.0185	NECAB1	N-terminal EF-hand calcium binding protein 1
235061_at	7.04	8.3	-2.41	0.0007	0.0185	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent, 1K
205225_at	11.98	9.48	5.63	0.0007	0.0185	ESR1	estrogen receptor 1
223130_s_at	9.38	10.74	-2.57	0.0007	0.0185	MYLIP	myosin regulatory light chain interacting protein
212808_at	6.89	5.68	2.3	0.0007	0.0185	NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
201191_at	8.32	6.66	3.16	0.0007	0.0185	PITPNA	phosphatidylinositol transfer protein, alpha
201761_at	12.18	13.49	-2.48	0.0007	0.0185	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
203364_s_at	8.42	9.86	-2.72	0.0007	0.0185	ATG13	autophagy related 13
208080_at	7.43	6.17	2.39	0.0007	0.0185	AURKA	aurora kinase A
214507_s_at	9	7.78	2.33	0.0007	0.0185	EXOSC2	exosome component 2
226271_at	9.7	7.67	4.09	0.0007	0.0185	GDAP1	ganglioside induced differentiation associated protein 1
229888_at	6.27	5.07	2.31	0.0007	0.0185	C12orf60	chromosome 12 open reading frame 60
218834_s_at	9.08	7.87	2.31	0.0007	0.0185	TMEM132A	transmembrane protein 132A
227625_s_at	12.26	10.98	2.44	0.0007	0.0185	STUB1	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase
205891_at	6.84	8.43	-3.01	0.0007	0.0185	ADORA2B	adenosine A2b receptor
205967_at	12.87	11.65	2.34	0.0007	0.0186	HIST1H4C	histone cluster 1, H4c
1560739_a_at	5.21	6.49	-2.43	0.0007	0.0186		
244745_at	7.11	4.85	4.76	0.0007	0.0186	RERG	RAS-like, estrogen-regulated, growth inhibitor
201611_s_at	8.9	7.64	2.4	0.0007	0.0186	ICMT	isoprenylcysteine carboxyl methyltransferase
223012_at	8.53	9.75	-2.32	0.0007	0.0186	UBXN6	UBX domain protein 6
229130_at	6.84	5.55	2.44	0.0007	0.0186		
237510_at	5.79	4.57	2.33	0.0007	0.0186	MYNN	myoneurin
218009_s_at	12.09	10.34	3.38	0.0007	0.0186	PRC1	protein regulator of cytokinesis 1
204859_s_at	5.3	6.54	-2.36	0.0007	0.0186	APAF1	apoptotic peptidase activating factor 1
206949_s_at	10.73	9.53	2.3	0.0007	0.0186	RUSC1	RUN and SH3 domain containing 1
204649_at	9.33	8.13	2.3	0.0007	0.0186	TROAP	trophinin associated protein
219394_at	8.14	6.92	2.34	0.0007	0.0187	PGS1	phosphatidylglycerophosphate synthase 1
203757_s_at	10.07	8.84	2.34	0.0007	0.0187	CEACAM6	carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen)
224861_at	8.71	7.43	2.43	0.0007	0.0187	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide
207630_s_at	7.25	8.47	-2.34	0.0007	0.0188	CREM	cAMP responsive element modulator
200895_s_at	12.2	10.96	2.36	0.0007	0.0188	FKBP4	FK506 binding protein 4
208228_s_at	6.61	5.2	2.67	0.0007	0.0188	FGFR2	fibroblast growth factor receptor 2
202899_s_at	12.65	11.09	2.95	0.0007	0.0188	SRSF3	serine/arginine-rich splicing factor 3
1554131_at	3.19	4.41	-2.33	0.0007	0.0188	CCSER2	coiled-coil serine rich protein 2
204243_at	8.11	9.31	-2.29	0.0007	0.0189	RLF	rearranged L-myc fusion
236462_at	5	6.2	-2.3	0.0007	0.0190		
203380_x_at	11.16	9.96	2.29	0.0007	0.0190	SRSF5	serine/arginine-rich splicing factor 5
1561666_a_at	8.1	6.82	2.43	0.0007	0.0190	PSMG3-AS1	PSMG3 antisense RNA 1 (head to head)
209289_at	10.25	9.05	2.29	0.0007	0.0190	NFIB	nuclear factor I/B
238699_s_at	4.4	5.59	-2.29	0.0007	0.0190	CASK	calcium/calmodulin-dependent serine protein kinase (MAGUK family)
213153_at	11.3	10.1	2.29	0.0007	0.0191	SETD1B	SET domain containing 1B
221922_at	10.81	9.13	3.21	0.0007	0.0191	GPSM2	G-protein signaling modulator 2
244062_at	6.26	7.65	-2.61	0.0007	0.0191	DAAM1	dishevelled associated activator of morphogenesis 1
218436_at	8.63	9.83	-2.29	0.0007	0.0191	SIL1	SIL1 nucleotide exchange factor
240382_at	6.83	8.02	-2.28	0.0007	0.0191	LOC101928076	uncharacterized LOC101928076
205034_at	9.8	7.44	5.12	0.0008	0.0192	CCNE2	cyclin E2
226403_at	9.78	11.19	-2.66	0.0008	0.0192	TMC4	transmembrane channel like 4
207713_s_at	7.4	8.74	-2.52	0.0008	0.0192	RBCK1	RanBP-type and C3HC4-type zinc finger containing 1
206364_at	9.65	6.92	6.63	0.0008	0.0193	KIF14	kinesin family member 14
223742_at	7.9	6.7	2.3	0.0008	0.0193	MRPL4	mitochondrial ribosomal protein L4
227093_at	8.25	9.53	-2.42	0.0008	0.0193	USP36	ubiquitin specific peptidase 36
229256_at	5.83	7.1	-2.41	0.0008	0.0193	PGM2L1	phosphoglucomutase 2-like 1
219037_at	10.9	9.29	3.06	0.0008	0.0193	RRP15	ribosomal RNA processing 15 homolog
224150_s_at	7.61	8.82	-2.32	0.0008	0.0193	CEP70	centrosomal protein 70kDa
201000_at	12.19	13.43	-2.36	0.0008	0.0193	AARS	alanyl-tRNA synthetase
233413_at	3.9	5.93	-4.09	0.0008	0.0193		
237240_at	6.87	5.42	2.74	0.0008	0.0193		
209743_s_at	7.19	8.46	-2.4	0.0008	0.0193	ITCH	itchy E3 ubiquitin protein ligase
211379_x_at	9.6	7.29	4.95	0.0008	0.0193	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
1563130_a_at	4.58	5.82	-2.37	0.0008	0.0193		
239892_at	4.21	5.44	-2.34	0.0008	0.0194		
211762_s_at	13.75	12.3	2.73	0.0008	0.0195	KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)
222361_at	7.49	6.29	2.29	0.0008	0.0195	TUBBP5	tubulin, beta pseudogene 5
225619_at	5.11	3.92	2.28	0.0008	0.0195	SLAIN1	SLAIN motif family member 1
236396_at	6.74	5.32	2.67	0.0008	0.0195	LOC101927263	uncharacterized LOC101927263
201065_s_at	11.84	10.39	2.73	0.0008	0.0195	GTF2I; GTF2IP1; GTF2IP4	general transcription factor IIi; general transcription factor IIi pseudogene 1; general transcription factor IIi, pseudogene 4
213196_at	9.93	8.55	2.6	0.0008	0.0195	ZNF629	zinc finger protein 629
1569114_at	9.03	7.63	2.64	0.0008	0.0195		
215313_x_at	10.84	12.03	-2.28	0.0008	0.0196	HLA-A	major histocompatibility complex, class I, A
207574_s_at	9.4	10.74	-2.52	0.0008	0.0196	GADD45B	growth arrest and DNA-damage-inducible, beta
233375_at	6.05	7.55	-2.84	0.0008	0.0196	EFCAB2	EF-hand calcium binding domain 2
201625_s_at	8.52	9.75	-2.35	0.0008	0.0196	INSIG1	insulin induced gene 1
223082_at	9.56	10.75	-2.28	0.0008	0.0196	SH3KBP1	SH3-domain kinase binding protein 1
203914_x_at	7.02	5.54	2.8	0.0008	0.0197	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
227719_at	5.29	7.68	-5.22	0.0008	0.0197	SMAD9	SMAD family member 9
226876_at	7.16	5.98	2.27	0.0008	0.0197	FAM101B	family with sequence similarity 101, member B
220192_x_at	10.14	8.95	2.27	0.0008	0.0197	SPDEF	SAM pointed domain containing ETS transcription factor
239825_at	5.22	6.54	-2.49	0.0008	0.0197		
206052_s_at	10.21	8.98	2.36	0.0008	0.0197	SLBP	stem-loop binding protein
205768_s_at	9.12	7.71	2.67	0.0008	0.0197	SLC27A2	solute carrier family 27 (fatty acid transporter), member 2
218543_s_at	7.95	6.53	2.69	0.0008	0.0197	PARP12	poly(ADP-ribose) polymerase family member 12
212647_at	7.73	9.01	-2.42	0.0008	0.0198	RRAS	related RAS viral (r-ras) oncogene homolog
223439_at	7.84	9.03	-2.29	0.0008	0.0198	NKAP	NFKB activating protein
204647_at	9.93	8.41	2.87	0.0008	0.0198	HOMER3	homer scaffolding protein 3
210663_s_at	10.84	9.56	2.41	0.0008	0.0198	KYNU	kynureninase
38671_at	9.61	7.67	3.84	0.0008	0.0198	PLXND1	plexin D1
235113_at	11.11	9.43	3.2	0.0008	0.0198	LRR1	leucine rich repeat protein 1
223666_at	7.91	9.31	-2.65	0.0008	0.0198	SNX5	sorting nexin 5
226464_at	9.54	10.72	-2.27	0.0008	0.0198	C3orf58	chromosome 3 open reading frame 58
201673_s_at	9.81	11.01	-2.29	0.0008	0.0198	GYS1	glycogen synthase 1 (muscle)
212959_s_at	9.23	7.95	2.42	0.0008	0.0198	GNPTAB	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits
216399_s_at	6.01	7.42	-2.66	0.0008	0.0198	SCAPER	S-phase cyclin A-associated protein in the ER
221725_at	9.24	10.61	-2.59	0.0008	0.0198	WASF2	WAS protein family, member 2
224741_x_at	12.12	13.3	-2.27	0.0008	0.0198	GAS5	growth arrest-specific 5 (non-protein coding)
208813_at	9.98	11.46	-2.78	0.0008	0.0199	GOT1	glutamic-oxaloacetic transaminase 1, soluble
222552_at	10.04	11.73	-3.24	0.0008	0.0199	GOLT1B	golgi transport 1B
226899_at	7.44	8.65	-2.31	0.0008	0.0199	UNC5B	unc-5 netrin receptor B
201095_at	9.91	11.17	-2.4	0.0008	0.0199	DAP	death-associated protein
209206_at	10.14	11.55	-2.64	0.0008	0.0199	LOC100996517; LOC100996716; LOC102724364; SEC22B	vesicle-trafficking protein SEC22b-like; SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
209731_at	8.96	7.74	2.32	0.0008	0.0199	NTHL1	nth-like DNA glycosylase 1
224840_at	10.84	8.84	3.99	0.0008	0.0199	FKBP5	FK506 binding protein 5
243691_at	5.26	6.45	-2.28	0.0008	0.0199		
235501_at	7.56	8.74	-2.27	0.0008	0.0199		
235588_at	7.34	6.09	2.38	0.0008	0.0199	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2
200971_s_at	12.9	14.08	-2.27	0.0008	0.0199	SERP1	stress-associated endoplasmic reticulum protein 1
241893_at	4.11	5.31	-2.29	0.0008	0.0200		
213637_at	6.25	4.89	2.58	0.0008	0.0200	DDX52	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
217492_s_at	10.24	11.43	-2.28	0.0008	0.0200	PTEN; PTENP1	phosphatase and tensin homolog; phosphatase and tensin homolog pseudogene 1 (functional)
221589_s_at	8.81	10	-2.27	0.0008	0.0200	ALDH6A1	aldehyde dehydrogenase 6 family, member A1
202132_at	6.89	5.68	2.32	0.0008	0.0200	WWTR1	WW domain containing transcription regulator 1
212935_at	8.9	7.58	2.51	0.0008	0.0200	MCF2L	MCF.2 cell line derived transforming sequence like
219421_at	6.06	7.86	-3.49	0.0008	0.0200	TTC33	tetratricopeptide repeat domain 33
202053_s_at	11.11	9.88	2.35	0.0008	0.0200	ALDH3A2	aldehyde dehydrogenase 3 family, member A2
212065_s_at	7.7	6.52	2.26	0.0008	0.0200	USP34	ubiquitin specific peptidase 34
213449_at	7.89	6.24	3.15	0.0008	0.0200	POP1	POP1 homolog, ribonuclease P/MRP subunit
213868_s_at	6.18	7.47	-2.45	0.0008	0.0200	DHRS7	dehydrogenase/reductase (SDR family) member 7
1569868_s_at	8.12	6.92	2.31	0.0008	0.0200	EME2	essential meiotic structure-specific endonuclease subunit 2
208803_s_at	8.27	9.69	-2.67	0.0008	0.0200	SRP72	signal recognition particle 72kDa
224215_s_at	7.58	8.92	-2.54	0.0008	0.0201	DLL1	delta-like 1 (Drosophila)
227539_at	8.78	10.15	-2.58	0.0008	0.0201	GNA13	guanine nucleotide binding protein (G protein), alpha 13
228275_at	7.19	8.91	-3.3	0.0008	0.0201	LINC00888	long intergenic non-protein coding RNA 888
241682_at	6.92	5.74	2.27	0.0008	0.0201	KLHL23	kelch-like family member 23
204235_s_at	8.36	7.18	2.26	0.0008	0.0201	GULP1	GULP, engulfment adaptor PTB domain containing 1
216321_s_at	8.72	9.9	-2.26	0.0008	0.0201	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
220178_at	6.82	5.64	2.26	0.0008	0.0201	MFSD12	major facilitator superfamily domain containing 12
209714_s_at	10.61	9.21	2.64	0.0008	0.0201	CDKN3	cyclin-dependent kinase inhibitor 3
234111_at	7.27	6	2.4	0.0008	0.0201	ZNF81	zinc finger protein 81
200072_s_at	12.46	10.55	3.74	0.0008	0.0201	HNRNPM	heterogeneous nuclear ribonucleoprotein M
242251_at	5.32	4.06	2.39	0.0008	0.0201	SPATA5	spermatogenesis associated 5
206261_at	8.59	7.16	2.69	0.0008	0.0202	ZNF239	zinc finger protein 239
207507_s_at	11.94	10.77	2.26	0.0008	0.0202	ATP5G3	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)
208249_s_at	7.85	9.34	-2.81	0.0008	0.0202	TGDS	TDP-glucose 4,6-dehydratase
226242_at	10.43	8.99	2.72	0.0008	0.0202	C1orf131	chromosome 1 open reading frame 131
227473_at	11.25	9.52	3.31	0.0008	0.0202		
228435_at	7.15	5.87	2.44	0.0008	0.0202		
201239_s_at	11.17	12.71	-2.9	0.0008	0.0202	SPCS2; SPCS2P4	signal peptidase complex subunit 2; signal peptidase complex subunit 2 homolog (S. cerevisiae) pseudogene 4
212335_at	8.81	10.01	-2.3	0.0008	0.0202	GNS	glucosamine (N-acetyl)-6-sulfatase
217878_s_at	9.88	8.19	3.22	0.0008	0.0202	CDC27	cell division cycle 27
238601_at	5.92	7.28	-2.57	0.0008	0.0202	PHKB	phosphorylase kinase, beta
218275_at	9.1	7.72	2.59	0.0008	0.0202	SLC25A10	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10
201728_s_at	7.97	6.72	2.37	0.0008	0.0202	KIAA0100	KIAA0100
209278_s_at	9.13	7.36	3.42	0.0008	0.0202	TFPI2	tissue factor pathway inhibitor 2
219751_at	7.8	6.24	2.95	0.0008	0.0202	SETD6	SET domain containing 6
230165_at	8.91	7.33	2.99	0.0008	0.0202	SGOL2	shugoshin-like 2 (S. pombe)
1555950_a_at	9.84	11.04	-2.3	0.0008	0.0202	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
1554821_a_at	6.37	5.19	2.27	0.0008	0.0202	ZBED1	zinc finger, BED-type containing 1
209119_x_at	7.92	6.68	2.36	0.0008	0.0202	NR2F2	nuclear receptor subfamily 2, group F, member 2
200607_s_at	9.51	8.29	2.33	0.0008	0.0202	RAD21	RAD21 cohesin complex component
224645_at	7.72	6.51	2.33	0.0008	0.0202	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2
201287_s_at	11.1	9.91	2.29	0.0008	0.0202	SDC1	syndecan 1
209213_at	8.79	7.52	2.42	0.0008	0.0202	CBR1	carbonyl reductase 1
219609_at	7.71	8.95	-2.38	0.0008	0.0202	WDR25	WD repeat domain 25
208300_at	6.29	7.5	-2.32	0.0008	0.0202	PTPRH	protein tyrosine phosphatase, receptor type, H
219031_s_at	9.63	8.14	2.81	0.0008	0.0202	NIP7	NIP7, nucleolar pre-rRNA processing protein
224610_at	11.46	12.7	-2.36	0.0008	0.0202	SNHG1	small nucleolar RNA host gene 1
235716_at	5.69	7.16	-2.77	0.0008	0.0202		
213668_s_at	9.56	8.36	2.29	0.0008	0.0203	SOX4	SRY box 4
231969_at	5.27	6.46	-2.28	0.0008	0.0203	STOX2	storkhead box 2
227068_at	10.81	12.48	-3.17	0.0008	0.0203	PGK1	phosphoglycerate kinase 1
209272_at	7.76	6.59	2.26	0.0008	0.0204	NAB1	NGFI-A binding protein 1
223532_at	8.31	7.03	2.43	0.0008	0.0204	ANKRD23; ANKRD39	ankyrin repeat domain 23; ankyrin repeat domain 39
202369_s_at	8.79	10.2	-2.66	0.0008	0.0204	TRAM2	translocation associated membrane protein 2
202420_s_at	10.94	9.63	2.49	0.0008	0.0204	DHX9	DEAH (Asp-Glu-Ala-His) box helicase 9
202609_at	9.98	8.27	3.26	0.0008	0.0204	EPS8	epidermal growth factor receptor pathway substrate 8
204128_s_at	8.45	6.97	2.78	0.0008	0.0204	RFC3	replication factor C subunit 3
212948_at	8.37	9.66	-2.44	0.0008	0.0204	CAMTA2	calmodulin binding transcription activator 2
223397_s_at	8.87	7.09	3.43	0.0008	0.0204	NIP7	NIP7, nucleolar pre-rRNA processing protein
226652_at	8.15	6.81	2.53	0.0008	0.0204	USP3	ubiquitin specific peptidase 3
238549_at	5.84	7.48	-3.11	0.0008	0.0204	CBFA2T2	core-binding factor, runt domain, alpha subunit 2; translocated to, 2
1563947_a_at	7.46	6.06	2.64	0.0008	0.0204	ERC1	ELKS/RAB6-interacting/CAST family member 1
203022_at	10.41	8.65	3.38	0.0008	0.0204	RNASEH2A	ribonuclease H2, subunit A
223175_s_at	8.25	7.03	2.32	0.0008	0.0204	FEM1A	fem-1 homolog a (C. elegans)
201946_s_at	10.62	9.37	2.38	0.0008	0.0204	CCT2	chaperonin containing TCP1, subunit 2 (beta)
64883_at	6.81	8.19	-2.6	0.0008	0.0204	MOSPD2	motile sperm domain containing 2
216080_s_at	7.72	9.13	-2.66	0.0008	0.0204	FADS3	fatty acid desaturase 3
228359_at	5.58	6.81	-2.34	0.0008	0.0204	UBASH3B	ubiquitin associated and SH3 domain containing B
228759_at	6.62	7.83	-2.32	0.0008	0.0204	CREB3L2	cAMP responsive element binding protein 3-like 2
1554447_at	5.74	4.46	2.42	0.0008	0.0204	JPX	JPX transcript, XIST activator (non-protein coding)
218437_s_at	5.55	7.73	-4.53	0.0008	0.0205	LZTFL1	leucine zipper transcription factor like 1
222798_at	8.59	7.38	2.31	0.0008	0.0205	PTER	phosphotriesterase related
209811_at	7.36	6.17	2.27	0.0009	0.0205	CASP2	caspase 2
1561396_at	4.22	5.4	-2.26	0.0009	0.0205	EPHA6	EPH receptor A6
218168_s_at	8.2	9.36	-2.25	0.0009	0.0205	ADCK3	aarF domain containing kinase 3
242396_at	6.81	5.16	3.15	0.0009	0.0205	NR2F2	nuclear receptor subfamily 2, group F, member 2
201377_at	10.91	9.72	2.29	0.0009	0.0205	UBAP2L	ubiquitin associated protein 2 like
202645_s_at	9.42	8.22	2.3	0.0009	0.0205	MEN1	multiple endocrine neoplasia I
212218_s_at	8.09	6.92	2.25	0.0009	0.0205	FASN	fatty acid synthase
218458_at	7.58	8.89	-2.49	0.0009	0.0205	GMCL1	germ cell-less, spermatogenesis associated 1
225485_at	9.13	7.72	2.66	0.0009	0.0205	CEP41	centrosomal protein 41kDa
201421_s_at	10.28	8.52	3.39	0.0009	0.0205	WDR77	WD repeat domain 77
212910_at	9.37	8.2	2.25	0.0009	0.0206	THAP11	THAP domain containing 11
214795_at	5.54	6.74	-2.29	0.0009	0.0206	ZMYND8	zinc finger, MYND-type containing 8
219166_at	8.64	7.32	2.5	0.0009	0.0206	DNAAF2	dynein, axonemal, assembly factor 2
209980_s_at	8.55	7.27	2.42	0.0009	0.0206	SHMT1	serine hydroxymethyltransferase 1 (soluble)
237333_at	5.6	4.42	2.27	0.0009	0.0206	RBBP4	retinoblastoma binding protein 4
235092_at	7.25	5.53	3.3	0.0009	0.0206		
219628_at	7.88	9.05	-2.25	0.0009	0.0206	ZMAT3	zinc finger, matrin-type 3
204033_at	11.12	9.06	4.16	0.0009	0.0206	TRIP13	thyroid hormone receptor interactor 13
202414_at	7.81	9	-2.28	0.0009	0.0206	ERCC5	excision repair cross-complementation group 5
202743_at	10.16	8.41	3.35	0.0009	0.0207	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)
218070_s_at	8.31	9.83	-2.86	0.0009	0.0207	GMPPA	GDP-mannose pyrophosphorylase A
209488_s_at	8.58	7.39	2.27	0.0009	0.0207	RBPMS	RNA binding protein with multiple splicing
229803_s_at	9.33	8	2.51	0.0009	0.0207	NUDT3; RPS10-NUDT3	nudix hydrolase 3; RPS10-NUDT3 readthrough
235324_at	6.04	4.84	2.3	0.0009	0.0207	SRSF3	serine/arginine-rich splicing factor 3
214440_at	8.77	7.3	2.78	0.0009	0.0207	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)
205493_s_at	6.86	8.26	-2.65	0.0009	0.0208	DPYSL4	dihydropyrimidinase-like 4
217741_s_at	8.9	10.17	-2.4	0.0009	0.0208	ZFAND5	zinc finger, AN1-type domain 5
207622_s_at	9.46	8.3	2.24	0.0009	0.0208	ABCF2	ATP binding cassette subfamily F member 2
227529_s_at	3.4	5.21	-3.5	0.0009	0.0208	AKAP12	A kinase (PRKA) anchor protein 12
204254_s_at	8.74	7.39	2.55	0.0009	0.0208	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
225573_at	7.34	8.81	-2.77	0.0009	0.0209	ACAD11; NPHP3-ACAD11	acyl-CoA dehydrogenase family, member 11; NPHP3-ACAD11 readthrough (NMD candidate)
235844_at	6.32	5.09	2.35	0.0009	0.0209	PHTF1	putative homeodomain transcription factor 1
201420_s_at	10.73	8.95	3.44	0.0009	0.0209	WDR77	WD repeat domain 77
215714_s_at	9.86	8.59	2.41	0.0009	0.0209	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
225895_at	6.49	4.46	4.1	0.0009	0.0209	SYNPO2	synaptopodin 2
227784_s_at	8.67	9.84	-2.25	0.0009	0.0209	COG1	component of oligomeric golgi complex 1
201900_s_at	10.24	11.43	-2.28	0.0009	0.0209	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)
202545_at	9.03	7.77	2.4	0.0009	0.0209	PRKCD	protein kinase C, delta
226116_at	8.84	7.67	2.25	0.0009	0.0209	DFFA	DNA fragmentation factor, 45kDa, alpha polypeptide
211569_s_at	9.37	8.17	2.3	0.0009	0.0209	HADH	hydroxyacyl-CoA dehydrogenase
214806_at	7.98	6.64	2.52	0.0009	0.0209	BICD1	bicaudal D homolog 1 (Drosophila)
227174_at	8.47	6.28	4.58	0.0009	0.0209	WDR72	WD repeat domain 72
204203_at	8.09	9.4	-2.49	0.0009	0.0209	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma
230348_at	6.22	7.61	-2.63	0.0009	0.0209	LATS2	large tumor suppressor kinase 2
221621_at	5.31	4.15	2.24	0.0009	0.0209	SNHG20	small nucleolar RNA host gene 20
201359_at	11.22	12.6	-2.6	0.0009	0.0210	COPB1	coatomer protein complex subunit beta 1
225580_at	9.51	7.76	3.35	0.0009	0.0210	MRPL50	mitochondrial ribosomal protein L50
208802_at	9.13	10.64	-2.86	0.0009	0.0210	SRP72	signal recognition particle 72kDa
229689_s_at	8.22	6.99	2.34	0.0009	0.0210		
221006_s_at	8.5	9.79	-2.44	0.0009	0.0210	SNX27	sorting nexin family member 27
1552306_at	7.62	5.65	3.92	0.0009	0.0210	ALG10	ALG10, alpha-1,2-glucosyltransferase
212984_at	7.84	9.56	-3.29	0.0009	0.0211	ATF2	activating transcription factor 2
232014_at	7.08	5.67	2.66	0.0009	0.0211	ZNF30	zinc finger protein 30
209428_s_at	8.79	9.98	-2.29	0.0009	0.0211	ZFPL1	zinc finger protein-like 1
213283_s_at	8.8	7.48	2.51	0.0009	0.0212	SALL2	spalt-like transcription factor 2
201865_x_at	8.98	10.14	-2.23	0.0009	0.0212	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
209007_s_at	8.74	9.9	-2.24	0.0009	0.0212	RSRP1	arginine/serine-rich protein 1
229072_at	8.61	6.73	3.69	0.0009	0.0212	RAB30	RAB30, member RAS oncogene family
202386_s_at	9.04	10.23	-2.28	0.0009	0.0212	KIAA0430	KIAA0430
206441_s_at	10.02	8.75	2.41	0.0009	0.0212	COMMD4	COMM domain containing 4
64371_at	7.66	6.49	2.24	0.0009	0.0212	SUGP2	SURP and G-patch domain containing 2
219395_at	10.09	8.55	2.91	0.0009	0.0212	ESRP2	epithelial splicing regulatory protein 2
205010_at	9.14	7.94	2.3	0.0009	0.0212	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like
213446_s_at	10.4	8.92	2.8	0.0009	0.0212	IQGAP1	IQ motif containing GTPase activating protein 1
218500_at	8.36	7.21	2.23	0.0009	0.0212	THEM6	thioesterase superfamily member 6
225554_s_at	10.08	8.81	2.4	0.0009	0.0212	ANAPC7	anaphase promoting complex subunit 7
214083_at	6.87	8.27	-2.63	0.0009	0.0212	PPP2R5C	protein phosphatase 2, regulatory subunit B', gamma
227925_at	6.72	5.57	2.23	0.0009	0.0213	ST3GAL4-AS1	ST3GAL4 antisense RNA 1 (head to head)
217754_at	9.26	8.09	2.25	0.0009	0.0213	DDX56	DEAD (Asp-Glu-Ala-Asp) box helicase 56
219491_at	8.05	6.69	2.57	0.0009	0.0213	LRFN4	leucine rich repeat and fibronectin type III domain containing 4
207170_s_at	9.54	10.7	-2.24	0.0009	0.0213	LETMD1	LETM1 domain containing 1
228770_at	5.08	6.52	-2.7	0.0009	0.0213	GPR146	G protein-coupled receptor 146
205642_at	6.93	5.73	2.3	0.0009	0.0213	CNTRL	centriolin
217173_s_at	6.75	7.93	-2.26	0.0009	0.0213	LDLR	low density lipoprotein receptor
202054_s_at	10.41	9.25	2.22	0.0009	0.0213	ALDH3A2	aldehyde dehydrogenase 3 family, member A2
1565525_a_at	3.49	4.98	-2.82	0.0009	0.0213	TCP11L2	t-complex 11, testis-specific-like 2
219003_s_at	6.71	5.55	2.23	0.0009	0.0213	MANEA	mannosidase, endo-alpha
221824_s_at	7.55	8.76	-2.32	0.0009	0.0214	MARCH8	membrane associated ring finger 8
206114_at	8.91	7.64	2.41	0.0009	0.0214	EPHA4	EPH receptor A4
