ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
201946_s_at	10.62	9.66	1.94	0.0013	0.0148	CCT2	chaperonin containing TCP1, subunit 2 (beta)
226843_s_at	8.21	7.22	1.99	0.0013	0.0148	PAPD5	PAP associated domain containing 5
225562_at	7.32	6.5	1.77	0.0013	0.0148	RASA3	RAS p21 protein activator 3
200742_s_at	6.76	7.65	-1.86	0.0013	0.0148	TPP1	tripeptidyl peptidase I
203314_at	9.59	8.69	1.87	0.0013	0.0148	GTPBP6	GTP binding protein 6 (putative)
207843_x_at	10.77	11.58	-1.74	0.0013	0.0148	CYB5A	cytochrome b5 type A (microsomal)
208967_s_at	10.46	11.31	-1.8	0.0013	0.0148	AK2	adenylate kinase 2
222526_at	8.95	7.9	2.08	0.0013	0.0148	GATAD2A	GATA zinc finger domain containing 2A
235009_at	6.13	4.59	2.9	0.0013	0.0148	BOD1L1	biorientation of chromosomes in cell division 1-like 1
219306_at	8.93	7.97	1.95	0.0013	0.0148	KIF15	kinesin family member 15
218933_at	7.02	6.22	1.75	0.0013	0.0148	SPATA5L1	spermatogenesis associated 5-like 1
201407_s_at	10.43	11.24	-1.75	0.0013	0.0148	PPP1CB	protein phosphatase 1, catalytic subunit, beta isozyme
203148_s_at	10.19	8.26	3.82	0.0013	0.0148	TRIM14	tripartite motif containing 14
219041_s_at	10.97	10.03	1.92	0.0013	0.0148	REPIN1	replication initiator 1
200738_s_at	13.64	14.5	-1.82	0.0013	0.0148	PGK1	phosphoglycerate kinase 1
209939_x_at	8.78	9.6	-1.77	0.0013	0.0148	CFLAR	CASP8 and FADD like apoptosis regulator
1552755_at	5.44	4.58	1.83	0.0013	0.0148	C9orf66	chromosome 9 open reading frame 66
223118_s_at	6.55	7.4	-1.8	0.0013	0.0148	USP47	ubiquitin specific peptidase 47
202818_s_at	8.36	7.55	1.75	0.0013	0.0148	TCEB3	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)
235010_at	7.64	6.57	2.11	0.0013	0.0148	ZBED5-AS1	ZBED5 antisense RNA 1
219499_at	8.18	9	-1.77	0.0013	0.0149	SEC61A2	Sec61 translocon alpha 2 subunit
208610_s_at	10.16	9.35	1.75	0.0013	0.0149	SRRM2	serine/arginine repetitive matrix 2
212800_at	8.34	9.22	-1.84	0.0013	0.0149	STX6	syntaxin 6
48808_at	8.06	7.06	2	0.0013	0.0149	DHFR	dihydrofolate reductase
226107_at	4.58	5.92	-2.54	0.0013	0.0149	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
228457_at	6.7	5.79	1.87	0.0013	0.0149	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent, 1L
235398_at	5.64	6.54	-1.86	0.0013	0.0149	ZNF805	zinc finger protein 805
236974_at	6.24	7.12	-1.85	0.0013	0.0149		
205300_s_at	9.25	8.41	1.79	0.0013	0.0149	SNRNP35	small nuclear ribonucleoprotein, U11/U12 35kDa subunit
211569_s_at	9.37	8.42	1.93	0.0013	0.0149	HADH	hydroxyacyl-CoA dehydrogenase
219571_s_at	8.38	9.44	-2.08	0.0013	0.0149	ZNF12	zinc finger protein 12
35626_at	9.42	8.61	1.76	0.0013	0.0149	SGSH	N-sulfoglucosamine sulfohydrolase
227038_at	6.9	8.11	-2.32	0.0013	0.0149	SGMS2	sphingomyelin synthase 2
227362_at	6.09	5.2	1.85	0.0013	0.0149	SLC2A4RG	SLC2A4 regulator
238575_at	6.24	7.17	-1.9	0.0013	0.0149	OSBPL6	oxysterol binding protein-like 6
214155_s_at	8.84	7.85	1.99	0.0013	0.0149	LARP4	La ribonucleoprotein domain family, member 4
241720_at	4.74	3.93	1.74	0.0013	0.0149	ZNF326	zinc finger protein 326
217764_s_at	11.24	9.95	2.45	0.0013	0.0149	RAB31	RAB31, member RAS oncogene family
201015_s_at	10.45	9.11	2.53	0.0013	0.0149	JUP	junction plakoglobin
202850_at	10.3	9.39	1.89	0.0013	0.0149	ABCD3	ATP binding cassette subfamily D member 3
232218_at	7.33	6.39	1.91	0.0013	0.0149	TRUB2	TruB pseudouridine (psi) synthase family member 2
205340_at	8.38	7.58	1.74	0.0013	0.0149	ZBTB24	zinc finger and BTB domain containing 24
213302_at	8.39	6.8	3.02	0.0013	0.0149	PFAS	phosphoribosylformylglycinamidine synthase
223455_at	8.71	7.21	2.84	0.0013	0.0149	TCHP	trichoplein, keratin filament binding
225555_x_at	8.64	7.83	1.75	0.0013	0.015	AURKAIP1	aurora kinase A interacting protein 1
226063_at	9.62	8.82	1.74	0.0013	0.015	VAV2	vav 2 guanine nucleotide exchange factor
218751_s_at	8.34	9.19	-1.8	0.0013	0.015	FBXW7	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase
204812_at	8.32	9.26	-1.93	0.0013	0.015	ZW10	zw10 kinetochore protein
224535_s_at	7.25	6.36	1.86	0.0013	0.015	MRPL57	mitochondrial ribosomal protein L57
235868_at	3.87	4.82	-1.92	0.0013	0.015	MGEA5	meningioma expressed antigen 5 (hyaluronidase)
215921_at	4.59	5.45	-1.82	0.0013	0.015	NPIPB11; NPIPB3; NPIPB4; NPIPB5	nuclear pore complex interacting protein family, member B11; nuclear pore complex interacting protein family, member B3; nuclear pore complex interacting protein family, member B4; nuclear pore complex interacting protein family, member B5
217961_at	9.7	10.5	-1.74	0.0013	0.015	SLC25A38	solute carrier family 25, member 38
219525_at	5.76	4.91	1.8	0.0013	0.015	SLC47A1	solute carrier family 47 (multidrug and toxin extrusion), member 1
63009_at	10.1	9.28	1.76	0.0013	0.015	SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor
205292_s_at	12.92	11.6	2.51	0.0013	0.015	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1
236474_at	6.02	6.86	-1.78	0.0013	0.015		
238988_at	6.51	7.31	-1.74	0.0013	0.015		
223289_s_at	8.13	7.27	1.82	0.0014	0.015	USP38	ubiquitin specific peptidase 38
235529_x_at	9.67	8.64	2.04	0.0014	0.015	SAMHD1	SAM domain and HD domain 1
203185_at	5.87	5.01	1.81	0.0014	0.015	RASSF2	Ras association (RalGDS/AF-6) domain family member 2
202446_s_at	10.19	9.37	1.77	0.0014	0.0151	PLSCR1	phospholipid scramblase 1
243042_at	4.26	5.28	-2.02	0.0014	0.0151	FAM73A	family with sequence similarity 73, member A
205194_at	7.29	8.34	-2.07	0.0014	0.0151	PSPH	phosphoserine phosphatase
229711_s_at	8.65	9.49	-1.78	0.0014	0.0151	MDM2	MDM2 proto-oncogene, E3 ubiquitin protein ligase
234947_s_at	7.51	8.31	-1.74	0.0014	0.0151	FAM204A	family with sequence similarity 204, member A
226465_s_at	9.09	8.29	1.74	0.0014	0.0151	SON	SON DNA binding protein
209272_at	7.76	6.75	2.01	0.0014	0.0151	NAB1	NGFI-A binding protein 1
227230_s_at	6.42	5.37	2.07	0.0014	0.0151	KIAA1211	KIAA1211
202910_s_at	7.55	6.74	1.75	0.0014	0.0152	ADGRE5	adhesion G protein-coupled receptor E5
239742_at	8.12	7.32	1.75	0.0014	0.0152	TULP4	tubby like protein 4
1552930_at	7.87	9.13	-2.41	0.0014	0.0152	MMEL1	membrane metallo-endopeptidase-like 1
1566257_at	4.65	5.5	-1.8	0.0014	0.0152	GPR180	G protein-coupled receptor 180
223413_s_at	10.41	8.77	3.12	0.0014	0.0152	LYAR	Ly1 antibody reactive
1559170_at	6.58	5.69	1.85	0.0014	0.0152	ANKRD20A5P	ankyrin repeat domain 20 family, member A5, pseudogene
204786_s_at	7.06	6.26	1.74	0.0014	0.0152	IFNAR2	interferon (alpha, beta and omega) receptor 2
226891_at	7.91	7.1	1.75	0.0014	0.0152	XXYLT1	xyloside xylosyltransferase 1
227687_at	9.51	8.39	2.16	0.0014	0.0152	HYLS1	hydrolethalus syndrome 1
1555892_s_at	6.47	7.32	-1.81	0.0014	0.0152	PSMD5-AS1	PSMD5 antisense RNA 1 (head to head)
208891_at	5.29	4.48	1.75	0.0014	0.0152	DUSP6	dual specificity phosphatase 6
218103_at	11.78	10.98	1.74	0.0014	0.0152	FTSJ3	FtsJ homolog 3 (E. coli)
224990_at	10.8	11.71	-1.88	0.0014	0.0152	SMIM14	small integral membrane protein 14
218081_at	8.98	7.87	2.16	0.0014	0.0152	C20orf27	chromosome 20 open reading frame 27
230098_at	6.49	7.56	-2.1	0.0014	0.0152	PHF20L1	PHD finger protein 20-like 1
236836_at	5.97	6.77	-1.74	0.0014	0.0152	LOC105379045	uncharacterized LOC105379045
232272_at	4.65	5.45	-1.75	0.0014	0.0153	ZNF624	zinc finger protein 624
231214_at	4.87	4.08	1.74	0.0014	0.0153		
223868_s_at	7.46	6.47	1.98	0.0014	0.0153	WWOX	WW domain containing oxidoreductase
217610_at	6.73	5.76	1.96	0.0014	0.0153	SPDYE2	speedy/RINGO cell cycle regulator family member E2
204603_at	8.66	7.79	1.83	0.0014	0.0153	EXO1	exonuclease 1
232103_at	7.18	8.44	-2.39	0.0014	0.0153	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1
215707_s_at	7.74	8.55	-1.76	0.0014	0.0153	PRNP	prion protein
227334_at	7.56	8.35	-1.74	0.0014	0.0153	USP54	ubiquitin specific peptidase 54
224755_at	7.45	8.25	-1.74	0.0014	0.0153	TM9SF3	transmembrane 9 superfamily member 3
208442_s_at	4.49	5.29	-1.74	0.0014	0.0153	ATM	ATM serine/threonine kinase
224813_at	11.11	11.96	-1.81	0.0014	0.0153	WASL	Wiskott-Aldrich syndrome-like
237031_at	7.85	6.58	2.41	0.0014	0.0153		
237289_at	8.36	9.2	-1.79	0.0014	0.0153	CREB1	cAMP responsive element binding protein 1
244180_at	8.29	7.38	1.87	0.0014	0.0153	ZNF793	zinc finger protein 793
227184_at	8.21	9.02	-1.75	0.0014	0.0153	PTAFR	platelet-activating factor receptor
1556375_at	5.05	5.93	-1.85	0.0014	0.0153		
204547_at	8.12	7.32	1.75	0.0014	0.0153	RAB40B	RAB40B, member RAS oncogene family
1566901_at	5.53	6.58	-2.07	0.0014	0.0153		
1568857_a_at	3.59	4.38	-1.74	0.0014	0.0153	NBR1	neighbor of BRCA1 gene 1
209162_s_at	10.11	9.31	1.74	0.0014	0.0153	PRPF4	pre-mRNA processing factor 4
212604_at	8.94	8.01	1.91	0.0014	0.0153	MRPS31	mitochondrial ribosomal protein S31
217604_at	7.87	6.47	2.65	0.0014	0.0153		
1556034_s_at	7.92	8.72	-1.74	0.0014	0.0153	MTMR11	myotubularin related protein 11
1554080_at	7.39	6.26	2.19	0.0014	0.0153	RQCD1	RCD1 required for cell differentiation1 homolog (S. pombe)
215134_at	5.8	6.85	-2.08	0.0014	0.0154	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha
244264_at	7.09	6.25	1.79	0.0014	0.0154	KLRG2	killer cell lectin-like receptor subfamily G, member 2
204207_s_at	8.46	7.65	1.75	0.0014	0.0154	RNGTT	RNA guanylyltransferase and 5'-phosphatase
242695_at	5.07	5.87	-1.74	0.0014	0.0154		
1556551_s_at	9.18	7.99	2.27	0.0014	0.0154	SLC39A6	solute carrier family 39 (zinc transporter), member 6
217496_s_at	9.42	10.32	-1.87	0.0014	0.0154	IDE	insulin-degrading enzyme
230304_at	8.12	7.09	2.04	0.0014	0.0154		
231981_at	7.34	6.17	2.26	0.0014	0.0154	PRLR	prolactin receptor
201897_s_at	12.67	13.48	-1.75	0.0014	0.0154	CKS1B	CDC28 protein kinase regulatory subunit 1B
235722_at	6.43	5.39	2.06	0.0014	0.0154	SYNJ2BP	synaptojanin 2 binding protein
207606_s_at	8.57	9.37	-1.73	0.0014	0.0154	ARHGAP12	Rho GTPase activating protein 12
1553564_at	5.58	6.41	-1.77	0.0014	0.0154	MACROD2	MACRO domain containing 2
1558019_at	5.29	4.46	1.78	0.0014	0.0154		
208729_x_at	7.87	8.78	-1.88	0.0014	0.0155	HLA-B	major histocompatibility complex, class I, B
1556117_at	4.99	5.79	-1.74	0.0014	0.0155	LINC01260	long intergenic non-protein coding RNA 1260
221839_s_at	10.1	9.18	1.9	0.0014	0.0155	UBAP2	ubiquitin associated protein 2
204082_at	9.69	7.84	3.59	0.0014	0.0155	PBX3	pre-B-cell leukemia homeobox 3
209163_at	10.6	11.39	-1.73	0.0014	0.0155	CYB561	cytochrome b561
213281_at	6.21	7.02	-1.75	0.0014	0.0155	JUN	jun proto-oncogene
207492_at	5.53	6.46	-1.91	0.0014	0.0155	NGLY1	N-glycanase 1
208651_x_at	11.38	10.59	1.73	0.0014	0.0155	CD24	CD24 molecule
210891_s_at	11.93	11.1	1.77	0.0014	0.0155	GTF2I; GTF2IP1; GTF2IP4	general transcription factor IIi; general transcription factor IIi pseudogene 1; general transcription factor IIi, pseudogene 4
219406_at	7.35	8.31	-1.95	0.0014	0.0155	C1orf50	chromosome 1 open reading frame 50
230408_at	7.11	8.08	-1.96	0.0014	0.0156	PCGF3	polycomb group ring finger 3
227763_at	5.91	5.1	1.76	0.0014	0.0156	LYPD6	LY6/PLAUR domain containing 6
224164_at	6.91	6.08	1.78	0.0014	0.0156	TPM3	tropomyosin 3
228765_at	9.43	10.45	-2.03	0.0014	0.0156	GTF2IRD2	GTF2I repeat domain containing 2
203438_at	11.52	10.68	1.8	0.0014	0.0156	STC2	stanniocalcin 2
209275_s_at	10.22	9.39	1.78	0.0014	0.0156	CLN3	ceroid-lipofuscinosis, neuronal 3
219657_s_at	7.73	8.55	-1.76	0.0014	0.0156	KLF3	Kruppel-like factor 3 (basic)
1557167_at	4.64	3.85	1.73	0.0014	0.0156	HCG11	HLA complex group 11 (non-protein coding)
227034_at	8.73	7.82	1.87	0.0014	0.0156	SOWAHC	sosondowah ankyrin repeat domain family member C
201171_at	8.62	7.31	2.49	0.0014	0.0156	ATP6V0E1	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1
201050_at	8.15	8.95	-1.74	0.0014	0.0156	PLD3	phospholipase D family, member 3
244197_x_at	8.05	8.85	-1.73	0.0014	0.0156		
210978_s_at	8.43	7.64	1.73	0.0014	0.0156	TAGLN2	transgelin 2
228916_at	6.52	7.33	-1.75	0.0014	0.0156	CWF19L2	CWF19-like 2, cell cycle control (S. pombe)
227467_at	7.2	6.4	1.74	0.0014	0.0156	RDH10	retinol dehydrogenase 10 (all-trans)
200832_s_at	12.3	13.39	-2.12	0.0014	0.0156	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
213220_at	9.38	10.17	-1.73	0.0014	0.0156	BBIP1	BBSome interacting protein 1
206561_s_at	6.77	5.91	1.81	0.0014	0.0156	AKR1B10	aldo-keto reductase family 1, member B10 (aldose reductase)
202671_s_at	10.76	11.56	-1.74	0.0014	0.0157	LOC105372824; PDXK	uncharacterized protein C21orf124; pyridoxal (pyridoxine, vitamin B6) kinase
205188_s_at	7.1	7.89	-1.74	0.0014	0.0157	SMAD5	SMAD family member 5
218800_at	4.46	5.31	-1.8	0.0014	0.0157	SRD5A3	steroid 5 alpha-reductase 3
202891_at	8.35	9.17	-1.76	0.0014	0.0157	NIT1	nitrilase 1
243428_at	5.81	6.78	-1.95	0.0014	0.0157	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1 (non-protein coding)
214764_at	6.14	4.82	2.49	0.0014	0.0157	RRP15	ribosomal RNA processing 15 homolog
1552257_a_at	9.16	8.37	1.73	0.0014	0.0157	TTLL12	tubulin tyrosine ligase-like family member 12
218588_s_at	6.64	7.64	-1.99	0.0014	0.0157	FAM114A2	family with sequence similarity 114, member A2
204915_s_at	6.06	5.22	1.8	0.0014	0.0158	SOX11	SRY box 11
209579_s_at	10.96	10.03	1.91	0.0014	0.0158	MBD4	methyl-CpG binding domain 4 DNA glycosylase
222774_s_at	7.99	7.17	1.77	0.0014	0.0158	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2
225533_at	8.39	7.59	1.74	0.0014	0.0158	PHF19	PHD finger protein 19
225708_at	7.99	7.16	1.79	0.0014	0.0158	MED29	mediator complex subunit 29
205910_s_at	6.25	7.67	-2.67	0.0015	0.0158	CEL	carboxyl ester lipase
225680_at	9.14	8.13	2.02	0.0015	0.0158	LRWD1	leucine-rich repeats and WD repeat domain containing 1
200087_s_at	12.44	13.37	-1.91	0.0015	0.0159	TMED2	transmembrane p24 trafficking protein 2
201581_at	9.65	8.86	1.74	0.0015	0.0159	TMX4	thioredoxin-related transmembrane protein 4
211090_s_at	8.23	7.32	1.88	0.0015	0.0159	PRPF4B	pre-mRNA processing factor 4B
216863_s_at	8.65	7.85	1.74	0.0015	0.0159	MORC2	MORC family CW-type zinc finger 2
221788_at	7.14	8.01	-1.83	0.0015	0.0159	PGM3	phosphoglucomutase 3
229334_at	6.02	5.16	1.82	0.0015	0.0159	RUFY3	RUN and FYVE domain containing 3
231211_s_at	8.74	7.69	2.06	0.0015	0.0159	YIF1B	Yip1 interacting factor homolog B (S. cerevisiae)
239792_at	7.71	6.92	1.73	0.0015	0.0159	UBL7-AS1	UBL7 antisense RNA 1 (head to head)
213043_s_at	8.82	8.03	1.73	0.0015	0.0159	MED24	mediator complex subunit 24
213283_s_at	8.8	7.59	2.32	0.0015	0.0159	SALL2	spalt-like transcription factor 2
230703_at	6.28	7.21	-1.91	0.0015	0.0159		
201831_s_at	9.18	10.09	-1.89	0.0015	0.0159	USO1	USO1 vesicle transport factor
225484_at	9.11	8.25	1.82	0.0015	0.0159	CEP41	centrosomal protein 41kDa
212034_s_at	9.39	8.54	1.79	0.0015	0.0159	EXOC7	exocyst complex component 7
220739_s_at	8.07	7.25	1.77	0.0015	0.0159	CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3
222629_at	5.8	4.96	1.78	0.0015	0.0159	REV1	REV1, DNA directed polymerase
229920_at	6.88	7.7	-1.76	0.0015	0.0159		
204191_at	5.65	6.57	-1.88	0.0015	0.0159	IFNAR1	interferon (alpha, beta and omega) receptor 1
204112_s_at	8.87	7.74	2.19	0.0015	0.0159	HNMT	histamine N-methyltransferase
233175_at	3.67	4.51	-1.8	0.0015	0.0159	ZNF460	zinc finger protein 460
235275_at	6.6	5.78	1.77	0.0015	0.016	BMP8B	bone morphogenetic protein 8b
205771_s_at	5.96	5.11	1.8	0.0015	0.016	AKAP7	A kinase (PRKA) anchor protein 7
224852_at	8.12	9	-1.84	0.0015	0.016	TTC17	tetratricopeptide repeat domain 17
209799_at	7.65	8.73	-2.11	0.0015	0.016	PRKAA1	protein kinase, AMP-activated, alpha 1 catalytic subunit
238883_at	5.02	5.81	-1.73	0.0015	0.016		
208156_x_at	8.58	7.78	1.75	0.0015	0.016	EPPK1	epiplakin 1
227376_at	7.49	6.51	1.98	0.0015	0.016	GLI3	GLI family zinc finger 3
201955_at	10.95	11.74	-1.73	0.0015	0.016	CCNC	cyclin C
1555993_at	6.39	5.59	1.74	0.0015	0.016	CACNA1D	calcium channel, voltage-dependent, L type, alpha 1D subunit
205195_at	6.73	5.91	1.76	0.0015	0.016	AP1S1	adaptor-related protein complex 1 sigma 1 subunit
223334_at	9.91	10.73	-1.76	0.0015	0.016	TMEM126A	transmembrane protein 126A
205503_at	5.16	5.95	-1.73	0.0015	0.016	PTPN14	protein tyrosine phosphatase, non-receptor type 14
224731_at	12.81	11.87	1.92	0.0015	0.016	HMGB1	high mobility group box 1
212282_at	11.66	10.84	1.76	0.0015	0.0161	TMEM97	transmembrane protein 97
220081_x_at	9.43	10.21	-1.72	0.0015	0.0161	HSD17B7	hydroxysteroid (17-beta) dehydrogenase 7
1555427_s_at	11.5	10.67	1.77	0.0015	0.0161	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein
235013_at	9.14	10.18	-2.06	0.0015	0.0161	SLC31A1	solute carrier family 31 (copper transporter), member 1
1553107_s_at	6.6	5.62	1.98	0.0015	0.0161	C5orf24	chromosome 5 open reading frame 24
205961_s_at	9.18	8.39	1.73	0.0015	0.0161	PSIP1	PC4 and SFRS1 interacting protein 1
200866_s_at	10.09	10.96	-1.82	0.0015	0.0161	PSAP	prosaposin
219047_s_at	7.9	7.1	1.75	0.0015	0.0161	ZNF668	zinc finger protein 668
222837_s_at	7.85	7.03	1.76	0.0015	0.0161	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit
227921_at	7.3	5.82	2.79	0.0015	0.0161	CH507-145C22.1; LOC102724701; LOC105379276; LOC105379499	uncharacterized LOC105379493; uncharacterized LOC102724701; uncharacterized LOC105379276; uncharacterized LOC105379499
201927_s_at	7.9	6.81	2.12	0.0015	0.0161	PKP4	plakophilin 4
227730_at	6.61	7.54	-1.92	0.0015	0.0161	DYM	dymeclin
226979_at	9.81	10.6	-1.73	0.0015	0.0161	MAP3K2	mitogen-activated protein kinase kinase kinase 2
1552472_a_at	8.16	9.05	-1.85	0.0015	0.0161	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
1552928_s_at	5.28	6.12	-1.79	0.0015	0.0161	TAB3	TGF-beta activated kinase 1/MAP3K7 binding protein 3
203359_s_at	10.26	9.43	1.78	0.0015	0.0162	GJA9-MYCBP; MYCBP	GJA9-MYCBP readthrough; MYC binding protein
209958_s_at	6.81	7.84	-2.05	0.0015	0.0162	BBS9	Bardet-Biedl syndrome 9
213154_s_at	9.29	8.5	1.72	0.0015	0.0162	BICD2	bicaudal D homolog 2 (Drosophila)
214881_s_at	6.43	5.54	1.86	0.0015	0.0162	UBTF	upstream binding transcription factor, RNA polymerase I
219346_at	5.93	4.89	2.05	0.0015	0.0162	LRFN3	leucine rich repeat and fibronectin type III domain containing 3
212255_s_at	9.03	9.86	-1.78	0.0015	0.0162	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1
231996_at	6.12	6.91	-1.72	0.0015	0.0162	N4BP2	NEDD4 binding protein 2
200652_at	12.49	13.33	-1.79	0.0015	0.0162	SSR2	signal sequence receptor, beta (translocon-associated protein beta)
215773_x_at	10.55	11.36	-1.75	0.0015	0.0162	PARP2	poly(ADP-ribose) polymerase 2
227177_at	6.89	5.65	2.37	0.0015	0.0162	CORO2A	coronin, actin binding protein, 2A
228694_at	5.92	5.12	1.74	0.0015	0.0162	AQR	aquarius intron-binding spliceosomal factor
225034_at	8.15	7.37	1.72	0.0015	0.0162	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
225158_at	9.62	8.74	1.84	0.0015	0.0162	GFM1	G elongation factor, mitochondrial 1
228622_s_at	7.09	7.88	-1.74	0.0015	0.0163	DNAJC4	DnaJ (Hsp40) homolog, subfamily C, member 4
211704_s_at	8.81	8.01	1.74	0.0015	0.0163	SPIN2A; SPIN2B	spindlin family, member 2A; spindlin family, member 2B
200662_s_at	11.71	12.49	-1.72	0.0015	0.0163	TOMM20	translocase of outer mitochondrial membrane 20 homolog (yeast)
225598_at	6.82	7.87	-2.07	0.0015	0.0163	SLC45A4	solute carrier family 45, member 4
212530_at	9.51	10.3	-1.73	0.0015	0.0163	NEK7	NIMA-related kinase 7
41160_at	9.83	9.03	1.74	0.0015	0.0163	MBD3	methyl-CpG binding domain protein 3
243134_at	4.39	5.29	-1.87	0.0015	0.0163		
205052_at	8.47	9.37	-1.86	0.0015	0.0163	AUH	AU RNA binding protein/enoyl-CoA hydratase
229132_at	4.65	5.44	-1.72	0.0015	0.0163	MINA	MYC induced nuclear antigen
1569106_s_at	4.66	5.77	-2.16	0.0015	0.0163	SETD5	SET domain containing 5
200815_s_at	9.91	10.7	-1.73	0.0015	0.0163	PAFAH1B1	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)
201256_at	11.33	12.12	-1.73	0.0015	0.0163	COX7A2L	cytochrome c oxidase subunit VIIa polypeptide 2 like
220707_s_at	7.5	6.68	1.76	0.0015	0.0163	FOXRED2	FAD-dependent oxidoreductase domain containing 2
224212_s_at	6.83	5.88	1.93	0.0015	0.0163	PCDHA1; PCDHA10; PCDHA11; PCDHA12; PCDHA13; PCDHA2; PCDHA3; PCDHA4; PCDHA5; PCDHA6; PCDHA7; PCDHA8; PCDHA9; PCDHAC1; PCDHAC2	protocadherin alpha 1; protocadherin alpha 10; protocadherin alpha 11; protocadherin alpha 12; protocadherin alpha 13; protocadherin alpha 2; protocadherin alpha 3; protocadherin alpha 4; protocadherin alpha 5; protocadherin alpha 6; protocadherin alpha 7; protocadherin alpha 8; protocadherin alpha 9; protocadherin alpha subfamily C, 1; protocadherin alpha subfamily C, 2
242486_at	5.88	5.09	1.72	0.0015	0.0163		
206495_s_at	8.57	9.35	-1.72	0.0015	0.0163	HINFP	histone H4 transcription factor
208600_s_at	5.86	5.05	1.76	0.0015	0.0163	GPR39	G protein-coupled receptor 39
209507_at	11.07	10.12	1.92	0.0015	0.0163	RPA3	replication protein A3
229501_s_at	8.59	9.42	-1.78	0.0015	0.0163	USP8	ubiquitin specific peptidase 8
224669_at	8.22	9.02	-1.73	0.0015	0.0163	SYS1	Sys1 golgi trafficking protein
226412_at	8.14	8.92	-1.72	0.0015	0.0163	PNISR	PNN-interacting serine/arginine-rich protein
233396_s_at	6.61	5.46	2.22	0.0015	0.0163	CSRP2BP	CSRP2 binding protein
216299_s_at	6.72	5.82	1.86	0.0015	0.0163	XRCC3	X-ray repair complementing defective repair in Chinese hamster cells 3
211071_s_at	7.72	6.93	1.72	0.0015	0.0163	MLLT11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11
227758_at	10.38	9.22	2.24	0.0015	0.0164	RERG	RAS-like, estrogen-regulated, growth inhibitor
223187_s_at	9.16	10	-1.78	0.0015	0.0164	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1
200653_s_at	11.8	10.98	1.76	0.0015	0.0164	CALM1; CALM2	calmodulin 1 (phosphorylase kinase, delta); calmodulin 2 (phosphorylase kinase, delta)
213912_at	8.85	7.87	1.97	0.0015	0.0164	TBC1D30	TBC1 domain family, member 30
210425_x_at	5.68	6.53	-1.81	0.0015	0.0164	GOLGA8A; GOLGA8B	golgin A8 family, member A; golgin A8 family, member B
227742_at	6.51	5.72	1.72	0.0015	0.0164	CLIC6	chloride intracellular channel 6
242136_x_at	5.86	6.66	-1.75	0.0015	0.0164	MGC70870	C-terminal binding protein 2 pseudogene
1554053_at	7.2	8.02	-1.77	0.0015	0.0165	SPTLC1	serine palmitoyltransferase, long chain base subunit 1
213463_s_at	6.67	7.51	-1.78	0.0015	0.0165	FAM149B1	family with sequence similarity 149, member B1
219261_at	8.43	7.64	1.72	0.0015	0.0165	C7orf26	chromosome 7 open reading frame 26
223336_s_at	10.77	11.69	-1.89	0.0015	0.0165	RAB18	RAB18, member RAS oncogene family
217754_at	9.26	8.32	1.92	0.0015	0.0165	DDX56	DEAD (Asp-Glu-Ala-Asp) box helicase 56
35666_at	9.19	8.33	1.82	0.0015	0.0165	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F
