ID	Normoxia.Avg..log2.	Hypoxia.Avg..log2.	Fold.Change	P.val	FDR.P.val	Gene.Symbol	Description
218645_at	8.75	9.63	-1.84	8e-04	0.0099	ZNF277	zinc finger protein 277
218651_s_at	7.2	9.26	-4.17	2.93e-05	0.004	LARP6	La ribonucleoprotein domain family, member 6
218657_at	8.05	7.18	1.82	9e-04	0.0112	RAPGEFL1	Rap guanine nucleotide exchange factor like 1
218662_s_at	9.02	7.1	3.79	1e-04	0.0075	NCAPG	non-SMC condensin I complex subunit G
218670_at	9.34	7.57	3.42	2e-04	0.0099	PUS1	pseudouridylate synthase 1
218679_s_at	10.42	11.14	-1.65	0.0031	0.0275	VPS28	vacuolar protein sorting 28 homolog (S. cerevisiae)
218681_s_at	9.64	11.07	-2.71	3e-04	0.0125	SDF2L1	stromal cell-derived factor 2-like 1
218689_at	9.11	7.94	2.25	0.0051	0.0396	FANCF	Fanconi anemia complementation group F
218693_at	9.34	8.52	1.77	0.0011	0.0132	TSPAN15	tetraspanin 15
218695_at	10.47	8.7	3.42	8.72e-05	0.0064	EXOSC4	exosome component 4
218696_at	9.06	11.27	-4.61	1e-04	0.0263	EIF2AK3	eukaryotic translation initiation factor 2-alpha kinase 3
218697_at	8.04	9.24	-2.31	9e-04	0.0463	NCKIPSD	NCK interacting protein with SH3 domain
218699_at	8.77	8.03	1.67	0.0063	0.0459	RAB29	RAB29, member RAS oncogene family
218718_at	7.3	8.11	-1.75	0.0017	0.0174	PDGFC	platelet derived growth factor C
218723_s_at	4.29	5.25	-1.96	0.0035	0.0485	RGCC	regulator of cell cycle
218726_at	9.68	8.25	2.69	0.0013	0.0147	HJURP	Holliday junction recognition protein
218735_s_at	9.4	8	2.62	3e-04	0.012	ZNF544	zinc finger protein 544
218740_s_at	10.48	11.64	-2.23	0.0015	0.0287	CDK5RAP3	CDK5 regulatory subunit associated protein 3
218741_at	8.87	6.86	4.03	5e-04	0.0155	CENPM	centromere protein M
218744_s_at	7.16	6.17	1.99	0.0022	0.0359	PACSIN3	protein kinase C and casein kinase substrate in neurons 3
218755_at	10.29	7.79	5.65	4.68e-05	0.0049	KIF20A	kinesin family member 20A
218758_s_at	9.62	8.59	2.04	0.0021	0.0352	RRP1	ribosomal RNA processing 1
218760_at	8.42	9.08	-1.58	0.0039	0.0326	COQ6	coenzyme Q6 monooxygenase
218761_at	8.49	9.61	-2.18	2e-04	0.0044	RNF111	ring finger protein 111
218763_at	9.45	10.08	-1.55	0.0056	0.042	STX18	syntaxin 18
218769_s_at	7.86	10.21	-5.1	3.83e-06	4e-04	ANKRA2	ankyrin repeat, family A (RFXANK-like), 2
218780_at	8.44	9.2	-1.69	0.0021	0.0203	HOOK2	hook microtubule-tethering protein 2
218783_at	6.7	7.63	-1.9	0.0019	0.019	INTS7	integrator complex subunit 7
218789_s_at	7.19	6.3	1.85	0.002	0.0197	C11orf71	chromosome 11 open reading frame 71
218791_s_at	5.99	6.64	-1.57	0.0055	0.0419	KATNBL1	katanin p80 subunit B-like 1
218794_s_at	8.33	9.15	-1.76	0.0031	0.0272	TXNL4B	thioredoxin-like 4B
218795_at	9.48	10.1	-1.54	0.007	0.0497	ACP6	acid phosphatase 6, lysophosphatidic
218815_s_at	8.45	7.49	1.95	0.0027	0.0248	TMEM51	transmembrane protein 51
218823_s_at	8.47	9.94	-2.77	2.52e-05	0.0011	KCTD9	potassium channel tetramerization domain containing 9
218834_s_at	9.08	7.87	2.31	7e-04	0.0185	TMEM132A	transmembrane protein 132A
218846_at	8.46	9.61	-2.22	1e-04	0.0032	MED23	mediator complex subunit 23
218848_at	7.89	8.76	-1.84	8e-04	0.0102	THOC6	THO complex 6
218853_s_at	9.37	10.58	-2.31	0.0013	0.0259	MOSPD1	motile sperm domain containing 1
218858_at	9.41	10.35	-1.91	5e-04	0.0077	DEPTOR	DEP domain containing MTOR-interacting protein
218862_at	10.31	8.67	3.12	1.36e-05	8e-04	ASB13	ankyrin repeat and SOCS box containing 13
218865_at	9.86	8.35	2.86	3e-04	0.011	MARC1	mitochondrial amidoxime reducing component 1
218866_s_at	9.75	7.25	5.66	1.9e-05	0.0033	POLR3K	polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa
218868_at	7.31	6.29	2.02	0.0023	0.0371	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)
218869_at	8.67	7.77	1.87	7e-04	0.0097	MLYCD	malonyl-CoA decarboxylase
218871_x_at	7.38	8.53	-2.22	0.0014	0.0276	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
218875_s_at	8.73	7.9	1.79	0.0018	0.0185	FBXO5	F-box protein 5
218877_s_at	8.98	9.94	-1.95	5e-04	0.007	TRMT11	tRNA methyltransferase 11 homolog
218885_s_at	8.1	6.52	3	1.7e-05	9e-04	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12
218886_at	8.85	7.3	2.94	3e-04	0.0108	PAK1IP1	PAK1 interacting protein 1
218888_s_at	9.48	8.03	2.73	0.0025	0.0389	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2
218898_at	8.78	9.63	-1.8	0.0011	0.0132	FAM57A	family with sequence similarity 57, member A
218904_s_at	7.39	6.32	2.1	6e-04	0.0086	C9orf40	chromosome 9 open reading frame 40
218906_x_at	8.36	7.51	1.81	0.0055	0.0419	KLC2	kinesin light chain 2
218909_at	7.99	8.63	-1.56	0.0054	0.0411	RPS6KC1	ribosomal protein S6 kinase, 52kDa, polypeptide 1
218912_at	9.13	10.31	-2.27	1e-04	0.0028	GCC1	GRIP and coiled-coil domain containing 1
218913_s_at	7.63	6.94	1.61	0.0067	0.0483	GMIP	GEM interacting protein
218915_at	8.63	7.5	2.19	0.001	0.0227	NF2	neurofibromin 2 (merlin)
218919_at	10.05	12.06	-4.02	3.57e-06	4e-04	ZFAND1	zinc finger, AN1-type domain 1
218923_at	6.1	7.16	-2.1	0.0035	0.0491	CTBS	chitobiase, di-N-acetyl-
218928_s_at	8.84	7.99	1.81	0.0021	0.0206	SLC37A1	solute carrier family 37 (glucose-6-phosphate transporter), member 1
218936_s_at	9.56	10.32	-1.7	0.0023	0.0219	CCDC59	coiled-coil domain containing 59
218945_at	8.85	9.74	-1.86	7e-04	0.009	METTL22	methyltransferase like 22
218953_s_at	8.2	6.88	2.49	7.19e-05	0.0021	PCYOX1L	prenylcysteine oxidase 1 like
218970_s_at	8.75	9.45	-1.62	0.0035	0.03	CUTC	cutC copper transporter
218976_at	8.05	10.25	-4.6	8.68e-06	6e-04	DNAJC12	DnaJ (Hsp40) homolog, subfamily C, member 12
218979_at	9.95	9.27	1.6	0.0038	0.0317	RMI1	RecQ mediated genome instability 1
218982_s_at	10.11	9.17	1.92	0.0035	0.049	MRPS17	mitochondrial ribosomal protein S17
218984_at	9.95	9.11	1.8	0.0055	0.0419	PUS7	pseudouridylate synthase 7 (putative)
219000_s_at	9.54	7.9	3.11	1.29e-05	8e-04	DSCC1	DNA replication and sister chromatid cohesion 1
219002_at	8.59	7.91	1.6	0.0047	0.0374	FASTKD1	FAST kinase domains 1
219011_at	7.25	6.62	1.54	0.0063	0.0459	PLEKHA4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4
219013_at	9.84	8.81	2.04	0.0017	0.0314	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11
219014_at	7.21	8.51	-2.46	0.0028	0.0424	PLAC8	placenta specific 8
219022_at	8.38	7.65	1.66	0.005	0.039	C12orf43	chromosome 12 open reading frame 43
219023_at	9.19	8.31	1.84	8e-04	0.01	AP1AR	adaptor-related protein complex 1 associated regulatory protein
219038_at	8.19	9.66	-2.77	2e-04	0.0097	MORC4	MORC family CW-type zinc finger 4
219041_s_at	10.97	10.03	1.92	0.0013	0.0148	REPIN1	replication initiator 1
219047_s_at	7.9	7.1	1.75	0.0015	0.0161	ZNF668	zinc finger protein 668
219049_at	6.69	7.5	-1.75	0.0021	0.0206	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1
219050_s_at	8.69	7.82	1.82	0.0012	0.0139	ZNHIT2	zinc finger, HIT-type containing 2
219055_at	8.35	9.14	-1.72	0.0019	0.0195	SRBD1	S1 RNA binding domain 1
219067_s_at	9.25	7.77	2.79	4e-04	0.0138	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component
219071_x_at	10.42	9.46	1.93	5e-04	0.0072	HGH1	HGH1 homolog
219073_s_at	8.84	9.6	-1.69	0.0022	0.0212	OSBPL10	oxysterol binding protein-like 10
219078_at	9.45	8.58	1.84	0.0056	0.0424	GPATCH2	G-patch domain containing 2
219079_at	8.01	9.07	-2.09	3e-04	0.005	CYB5R4	cytochrome b5 reductase 4
219083_at	10.36	9.73	1.55	0.0056	0.0425	SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor
219099_at	9.86	11.04	-2.26	1e-04	0.0034	TIGAR	TP53 induced glycolysis regulatory phosphatase
219105_x_at	9.4	8.72	1.6	0.0053	0.0406	ORC6	origin recognition complex subunit 6
219116_s_at	7.3	8.42	-2.17	3e-04	0.0049	DCUN1D2	DCN1, defective in cullin neddylation 1, domain containing 2
219117_s_at	10.16	12.29	-4.39	1.79e-05	0.0032	FKBP11	FK506 binding protein 11
219125_s_at	9.45	10.53	-2.12	2e-04	0.0043	SLC50A1	solute carrier family 50 (sugar efflux transporter), member 1
219128_at	7.64	8.43	-1.73	0.0024	0.0228	C2orf42	chromosome 2 open reading frame 42
219148_at	10.64	9.02	3.07	3e-04	0.005	PBK	PDZ binding kinase
219163_at	8.47	7.72	1.69	0.0049	0.0383	ZNF562	zinc finger protein 562
219165_at	7.32	8.06	-1.68	0.0049	0.0386	PDLIM2	PDZ and LIM domain 2 (mystique)
219166_at	8.64	7.64	2.01	7e-04	0.0096	DNAAF2	dynein, axonemal, assembly factor 2
219177_at	9.25	8.49	1.68	0.0019	0.0195	BRIX1	BRX1, biogenesis of ribosomes
219192_at	10.2	9.42	1.72	0.002	0.0199	UBAP2	ubiquitin associated protein 2
219217_at	10.55	9.81	1.67	0.0025	0.0233	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)
219218_at	7.11	6.41	1.62	0.0035	0.0298	BAHCC1	BAH domain and coiled-coil containing 1
219219_at	7.5	6.49	2.01	0.0028	0.0424	TMEM160	transmembrane protein 160
219225_at	7.09	5.28	3.5	7.23e-06	6e-04	PGBD5	piggyBac transposable element derived 5
219232_s_at	7.51	10.48	-7.83	2.23e-05	0.0312	EGLN3	egl-9 family hypoxia-inducible factor 3
219242_at	8.21	9.02	-1.75	0.0018	0.0187	CEP63	centrosomal protein 63kDa
219244_s_at	9.94	9.18	1.7	0.0044	0.0353	MRPL46	mitochondrial ribosomal protein L46
219255_x_at	7.77	6.46	2.48	6e-04	0.017	IL17RB	interleukin 17 receptor B
219257_s_at	8.79	7.97	1.76	0.0013	0.0147	SPHK1	sphingosine kinase 1
219258_at	9.03	7.72	2.48	5e-04	0.0379	TIPIN	TIMELESS interacting protein
219262_at	5.91	4.58	2.52	3.05e-05	0.0102	SUV39H2	suppressor of variegation 3-9 homolog 2 (Drosophila)
219266_at	6.96	7.98	-2.03	8e-04	0.0105	ZNF350	zinc finger protein 350
219269_at	8.66	9.42	-1.69	0.0024	0.0224	HMBOX1	homeobox containing 1
219270_at	7.57	8.99	-2.67	2e-04	0.0041	CHAC1	ChaC glutathione-specific gamma-glutamylcyclotransferase 1
219271_at	6.75	5.65	2.13	2e-04	0.0047	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14
219274_at	7.13	8.04	-1.88	0.0035	0.0485	TSPAN12	tetraspanin 12
219279_at	4.75	3.87	1.84	0.001	0.0121	DOCK10	dedicator of cytokinesis 10
219283_at	9.79	8.77	2.03	0.0019	0.0329	C1GALT1C1	C1GALT1 specific chaperone 1
219289_at	7.73	6.12	3.05	0.0012	0.0252	HEATR3	HEAT repeat containing 3
219292_at	7.75	8.62	-1.82	9e-04	0.011	THAP1	THAP domain containing, apoptosis associated protein 1
219297_at	8.14	8.96	-1.76	0.0052	0.0398	WDR44	WD repeat domain 44
219301_s_at	4.99	4.3	1.61	0.0066	0.0478	CNTNAP2	contactin associated protein-like 2
219306_at	8.93	7.97	1.95	0.0013	0.0148	KIF15	kinesin family member 15
219307_at	8.96	9.67	-1.64	0.0066	0.0476	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2
219309_at	5.7	5.09	1.52	0.0066	0.0475	C22orf46	chromosome 22 open reading frame 46
219316_s_at	8.4	9.36	-1.95	0.0025	0.0396	FLVCR2	feline leukemia virus subgroup C cellular receptor family, member 2
219317_at	6.69	7.68	-1.98	4e-04	0.0061	POLI	polymerase (DNA directed) iota
219335_at	7.6	8.64	-2.06	3e-04	0.0049	ARMCX5	armadillo repeat containing, X-linked 5
219336_s_at	9.34	9.95	-1.52	0.007	0.0499	ASCC1	activating signal cointegrator 1 complex subunit 1
219344_at	9.66	8.37	2.45	6.16e-05	0.0019	SLC29A3	solute carrier family 29 (equilibrative nucleoside transporter), member 3
219346_at	5.93	4.89	2.05	0.0015	0.0162	LRFN3	leucine rich repeat and fibronectin type III domain containing 3
219352_at	6.52	5.73	1.73	0.0017	0.0175	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
219361_s_at	9.52	10.13	-1.53	0.0068	0.0487	AEN	apoptosis enhancing nuclease
219368_at	7.63	6.2	2.69	0.0015	0.029	NAP1L2	nucleosome assembly protein 1-like 2
219370_at	7.95	7.02	1.91	6e-04	0.0086	RPRM	reprimo, TP53 dependent G2 arrest mediator candidate
219384_s_at	9	6.67	5.01	4.39e-05	0.0048	ADAT1	adenosine deaminase, tRNA-specific 1
219388_at	10.09	9.18	1.87	0.0018	0.0182	GRHL2	grainyhead-like transcription factor 2
219389_at	8.13	7.47	1.58	0.0043	0.0348	SUSD4	sushi domain containing 4
219394_at	8.14	6.92	2.34	7e-04	0.0187	PGS1	phosphatidylglycerophosphate synthase 1
219395_at	10.09	8.55	2.91	9e-04	0.0212	ESRP2	epithelial splicing regulatory protein 2
219397_at	9.82	11.11	-2.45	6.14e-05	0.0019	COQ10B	coenzyme Q10B
219406_at	7.35	8.31	-1.95	0.0014	0.0155	C1orf50	chromosome 1 open reading frame 50
219408_at	8.37	7.14	2.33	7e-04	0.0439	PRMT7	protein arginine methyltransferase 7
219410_at	6.24	12.41	-72.17	1.53e-07	7e-04	TMEM45A	transmembrane protein 45A
219420_s_at	9.04	8.27	1.71	0.0017	0.0177	COA7	cytochrome c oxidase assembly factor 7 (putative)
219421_at	6.06	8.13	-4.21	3.69e-06	4e-04	TTC33	tetratricopeptide repeat domain 33
219448_at	6.39	5.2	2.28	1e-04	0.0027	TMEM70	transmembrane protein 70
219485_s_at	10.69	11.75	-2.08	3e-04	0.0053	PSMD10	proteasome 26S subunit, non-ATPase 10
219491_at	8.05	6.53	2.88	2.13e-05	0.001	LRFN4	leucine rich repeat and fibronectin type III domain containing 4
219492_at	7.4	8.95	-2.94	3.01e-05	0.0012	CHIC2	cysteine rich hydrophobic domain 2
219493_at	8.15	9.13	-1.96	9e-04	0.011	SHCBP1	SHC SH2-domain binding protein 1
219494_at	8.88	8.07	1.75	0.0026	0.0239	RAD54B	RAD54 homolog B (S. cerevisiae)
219502_at	8.46	6.9	2.95	2e-04	0.0084	NEIL3	nei-like DNA glycosylase 3
219503_s_at	6.31	7.01	-1.63	0.0033	0.0285	TMEM40	transmembrane protein 40
219510_at	9.36	7.88	2.79	0.0029	0.043	POLQ	polymerase (DNA directed), theta
219515_at	8.02	8.63	-1.53	0.0064	0.0468	PRDM10	PR domain containing 10
219522_at	8.65	7.18	2.77	2e-04	0.01	FJX1	four jointed box 1
219523_s_at	5.94	4.91	2.03	5e-04	0.0073	TENM3	teneurin transmembrane protein 3
219525_at	5.76	4.91	1.8	0.0013	0.015	SLC47A1	solute carrier family 47 (multidrug and toxin extrusion), member 1
219528_s_at	7.37	6.22	2.22	0.0026	0.0403	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
219531_at	6.99	5.74	2.37	0.0026	0.0403	CEP72	centrosomal protein 72kDa
219539_at	9.64	7.89	3.36	6.78e-05	0.0058	GEMIN6	gem nuclear organelle associated protein 6
219551_at	6.39	8.7	-4.97	4e-04	0.0336	EAF2	ELL associated factor 2
219565_at	7.46	8.37	-1.87	7e-04	0.0096	CYP20A1	cytochrome P450, family 20, subfamily A, polypeptide 1
219570_at	7.78	8.77	-1.98	4e-04	0.0061	KIF16B	kinesin family member 16B
219581_at	8.25	5.85	5.26	6.11e-05	0.0056	TSEN2	TSEN2 tRNA splicing endonuclease subunit
219583_s_at	7.07	7.82	-1.69	0.0033	0.029	SPATA7	spermatogenesis associated 7
219587_at	7.12	6.35	1.7	0.0032	0.0284	TTC12	tetratricopeptide repeat domain 12
219588_s_at	10.41	8.86	2.92	6e-04	0.0167	NCAPG2	non-SMC condensin II complex subunit G2
219595_at	8.6	9.67	-2.1	5e-04	0.0071	ZNF26	zinc finger protein 26
219609_at	7.71	9.14	-2.7	3.6e-05	0.0014	WDR25	WD repeat domain 25
219610_at	6.91	6.26	1.57	0.0052	0.0403	ARHGEF28	Rho guanine nucleotide exchange factor 28
219615_s_at	5.8	4.9	1.86	9e-04	0.0112	KCNK5	potassium channel, two pore domain subfamily K, member 5
219622_at	9.56	10.21	-1.57	0.0053	0.0405	RAB20	RAB20, member RAS oncogene family
219639_x_at	9.4	10.27	-1.83	0.001	0.0118	PARP6	poly(ADP-ribose) polymerase family member 6
219641_at	7.61	8.69	-2.11	0.0021	0.0354	DET1	de-etiolated homolog 1 (Arabidopsis)
219647_at	4.84	5.52	-1.6	0.0053	0.0407	POPDC2	popeye domain containing 2
219649_at	9.12	7.84	2.42	0.002	0.0339	ALG6	ALG6, alpha-1,3-glucosyltransferase
219650_at	8.76	7.08	3.2	2e-04	0.01	ERCC6L	excision repair cross-complementation group 6-like
219663_s_at	6.81	6	1.75	0.002	0.0199	TMEM121	transmembrane protein 121
219713_at	7.19	6.46	1.66	0.0028	0.0258	SHPK	sedoheptulokinase
219734_at	8.6	6.64	3.87	5e-04	0.0145	SIDT1	SID1 transmembrane family, member 1
219736_at	7.05	7.89	-1.8	0.0011	0.0126	TRIM36	tripartite motif containing 36
219741_x_at	8.16	7.24	1.89	0.0042	0.0346	ZNF552	zinc finger protein 552
219743_at	8.06	6.27	3.46	8.1e-06	6e-04	HEY2	hes-related family bHLH transcription factor with YRPW motif 2
219751_at	7.8	6.81	1.98	0.004	0.033	SETD6	SET domain containing 6
219752_at	7.05	7.73	-1.6	0.0038	0.0317	RASAL1	RAS protein activator like 1 (GAP1 like)
219768_at	6.77	7.84	-2.11	0.0016	0.0298	VTCN1	V-set domain containing T cell activation inhibitor 1
219787_s_at	10.81	9.23	2.99	0.0024	0.0381	ECT2	epithelial cell transforming 2
219795_at	8.04	6.81	2.34	2e-04	0.0044	SLC6A14	solute carrier family 6 (amino acid transporter), member 14
219798_s_at	10.41	9.5	1.88	6e-04	0.0087	MEPCE	methylphosphate capping enzyme
219800_s_at	5.23	4.45	1.72	0.0022	0.0212	THNSL1	threonine synthase-like 1
219806_s_at	7.65	9.43	-3.42	6.64e-05	0.002	SMCO4	single-pass membrane protein with coiled-coil domains 4
219817_at	7.98	8.64	-1.58	0.0041	0.034	MAPKAPK5-AS1	MAPKAPK5 antisense RNA 1
219825_at	6.5	5.26	2.36	0.001	0.048	CYP26B1	cytochrome P450, family 26, subfamily B, polypeptide 1
219832_s_at	8.66	7.16	2.82	3e-04	0.0125	HOXC13	homeobox C13
219851_at	5.16	4.49	1.59	0.0037	0.0313	ZNF613	zinc finger protein 613
219862_s_at	9.45	10.11	-1.58	0.0052	0.0398	NARF	nuclear prelamin A recognition factor
219877_at	6.7	7.82	-2.16	2e-04	0.0045	ZMAT4	zinc finger, matrin-type 4
219888_at	6.72	10.4	-12.84	3.96e-07	1e-04	SPAG4	sperm associated antigen 4
219889_at	7.14	6.12	2.03	0.0026	0.0402	FRAT1	frequently rearranged in advanced T-cell lymphomas 1
219910_at	7.55	9.78	-4.68	7.54e-05	0.0219	FICD	FIC domain containing
219911_s_at	8.6	9.49	-1.85	0.0067	0.0483	SLCO4A1	solute carrier organic anion transporter family, member 4A1
219918_s_at	9.79	8.01	3.45	9.31e-05	0.024	ASPM	abnormal spindle microtubule assembly
219920_s_at	9.41	10.56	-2.22	0.001	0.048	GMPPB	GDP-mannose pyrophosphorylase B
219936_s_at	6.34	8.94	-6.03	3e-04	0.0115	GPR87	G protein-coupled receptor 87
219938_s_at	7.42	8.17	-1.68	0.0021	0.0203	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2
219959_at	8.57	9.79	-2.33	9.23e-05	0.0025	MOCOS	molybdenum cofactor sulfurase
219985_at	5.69	4.73	1.94	5e-04	0.0074	HS3ST3A1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1
219988_s_at	9.35	8.69	1.58	0.0041	0.0339	RNF220	ring finger protein 220
219990_at	9.17	5.62	11.7	2e-04	0.0285	E2F8	E2F transcription factor 8
220030_at	5.41	6.91	-2.82	0.0011	0.0493	STYK1	serine/threonine/tyrosine kinase 1
220089_at	6.83	6.12	1.63	0.0028	0.0253	L2HGDH	L-2-hydroxyglutarate dehydrogenase
220091_at	8.55	6.31	4.73	1.39e-05	0.003	SLC2A6	solute carrier family 2 (facilitated glucose transporter), member 6
220108_at	6.91	5.83	2.11	0.0022	0.0356	GNA14	guanine nucleotide binding protein (G protein), alpha 14
220144_s_at	8.02	6.35	3.17	5.58e-05	0.0018	ANKEF1	ankyrin repeat and EF-hand domain containing 1
220177_s_at	6.59	5.31	2.43	0.0011	0.0127	TMPRSS3	transmembrane protease, serine 3
220207_at	7.51	6.71	1.74	0.002	0.0202	YIF1B	Yip1 interacting factor homolog B (S. cerevisiae)
220225_at	6.84	5.86	1.97	6e-04	0.0086	IRX4	iroquois homeobox 4
220235_s_at	8.49	9.36	-1.82	0.0016	0.0169	LRIF1	ligand dependent nuclear receptor interacting factor 1
220260_at	6.22	7.02	-1.74	0.002	0.0196	TBC1D19	TBC1 domain family, member 19
220311_at	8.05	6.61	2.71	0.0012	0.0257	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)
220318_at	8.94	8.23	1.63	0.0029	0.0264	EPN3	epsin 3
220346_at	4.76	4.06	1.62	0.0038	0.0316	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like
220371_s_at	8.88	8.17	1.64	0.003	0.0271	SLC12A9	solute carrier family 12, member 9
220414_at	6.23	5.24	1.98	4e-04	0.0062	CALML5	calmodulin-like 5
220474_at	5.25	4.18	2.1	0.0014	0.0279	SLC25A21	solute carrier family 25 (mitochondrial oxoadipate carrier), member 21
220520_s_at	5.9	6.69	-1.74	0.0047	0.0371	NUP62CL	nucleoporin 62kDa C-terminal like
220526_s_at	11.99	10.31	3.22	0.001	0.0227	MRPL20	mitochondrial ribosomal protein L20
220553_s_at	8.48	9.18	-1.62	0.0032	0.0283	PRPF39	pre-mRNA processing factor 39
220668_s_at	9.7	8.1	3.02	1e-04	0.0032	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta
220739_s_at	8.07	7.25	1.77	0.0015	0.0159	CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3
220742_s_at	9.64	11.68	-4.12	4.05e-06	4e-04	NGLY1	N-glycanase 1
220753_s_at	8.35	9.3	-1.94	0.0027	0.0409	CRYL1	crystallin lambda 1
220865_s_at	9.81	8.32	2.79	0.0022	0.0356	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1
220917_s_at	6.43	7.08	-1.56	0.0046	0.0367	WDR19	WD repeat domain 19
220926_s_at	7.27	8.45	-2.26	1e-04	0.0032	EDEM3	ER degradation enhancer, mannosidase alpha-like 3
220934_s_at	10.81	9.83	1.97	0.0023	0.0371	TMEM223	transmembrane protein 223
220936_s_at	7.94	4.92	8.1	7.25e-05	0.0021	H2AFJ	H2A histone family, member J
220942_x_at	11.19	13.55	-5.12	3.08e-05	0.0176	FAM162A	family with sequence similarity 162, member A
220945_x_at	7.27	5.29	3.97	3.32e-05	0.0042	MANSC1	MANSC domain containing 1
220952_s_at	8.02	6.97	2.07	7e-04	0.0093	PLEKHA5	pleckstrin homology domain containing, family A member 5
220987_s_at	7.62	6.54	2.12	5e-04	0.0072	AKIP1; NUAK2	A kinase (PRKA) interacting protein 1; NUAK family, SNF1-like kinase, 2
221009_s_at	7.48	9.97	-5.61	1.74e-05	0.0148	ANGPTL4	angiopoietin like 4
221014_s_at	7.73	9.07	-2.54	9.51e-05	0.0025	RAB33B	RAB33B, member RAS oncogene family
221016_s_at	7.65	6.3	2.55	5e-04	0.0145	TCF7L1	transcription factor 7-like 1 (T-cell specific, HMG-box)
221024_s_at	9.66	10.52	-1.82	9e-04	0.011	SLC2A10	solute carrier family 2 (facilitated glucose transporter), member 10
221045_s_at	6.4	5.76	1.56	0.0058	0.0435	PER3	period circadian clock 3
221049_s_at	6.92	7.67	-1.69	0.0044	0.0354	POLL	polymerase (DNA directed), lambda
221050_s_at	7.74	10.31	-5.93	2e-04	0.0305	GTPBP2	GTP binding protein 2
221058_s_at	8.17	7.13	2.06	0.0018	0.0322	CKLF	chemokine-like factor
221096_s_at	7.54	6.39	2.22	0.002	0.0344	TMCO6	transmembrane and coiled-coil domains 6
221135_s_at	7.94	7.3	1.55	0.005	0.0389	ASTE1	asteroid homolog 1 (Drosophila)
221149_at	5.5	4.76	1.67	0.0027	0.0249	C5AR2	complement component 5a receptor 2
221156_x_at	6.04	7.54	-2.83	3e-04	0.0054	CCPG1	cell cycle progression 1
221189_s_at	9.5	8.6	1.86	8e-04	0.0101	TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)
221203_s_at	7.57	9.85	-4.87	1.08e-06	2e-04	YEATS2	YEATS domain containing 2
221215_s_at	9.8	11.07	-2.42	1e-04	0.003	RIPK4	receptor-interacting serine-threonine kinase 4
221218_s_at	7.42	6.01	2.66	4e-04	0.0134	TPK1	thiamin pyrophosphokinase 1
221229_s_at	8.72	7.49	2.35	0.001	0.023	TRMT61B	tRNA methyltransferase 61B
221235_s_at	8.76	7.54	2.32	7e-04	0.018	TGFBRAP1	transforming growth factor beta receptor associated protein 1
221245_s_at	8.72	8.08	1.56	0.0058	0.0433	FZD5	frizzled class receptor 5
221250_s_at	7.87	7.23	1.57	0.0045	0.0359	MXD3	MAX dimerization protein 3
221258_s_at	7.55	5.47	4.22	6e-04	0.0164	KIF18A	kinesin family member 18A
221264_s_at	7.59	6.85	1.67	0.0024	0.0228	TARDBP	TAR DNA binding protein
221267_s_at	9.68	8.69	1.98	4e-04	0.0064	ABHD17A	abhydrolase domain containing 17A
221319_at	5.4	4.4	2	4e-04	0.0063	PCDHB8	protocadherin beta 8
221472_at	10.7	11.95	-2.37	7.88e-05	0.0022	SERINC3	serine incorporator 3
221477_s_at	8.57	7.93	1.56	0.0053	0.0404	LOC100129518; SOD2	uncharacterized LOC100129518; superoxide dismutase 2, mitochondrial
